id,crossing_id,track_id,vehicle_type,lane,entered_at,exited_at,duration_sec,was_reassigned,frame_count,avg_confidence,notes
5064,5,5008,car,,2026-05-07 15:36:30.075703+02,2026-05-07 15:36:32.312729+02,2.24,f,15,0.34,
5065,5,4967,car,,2026-05-07 15:36:30.075703+02,2026-05-07 15:36:32.312729+02,2.24,f,15,0.524,
5066,5,4960,car,,2026-05-07 15:36:31.360921+02,2026-05-07 15:36:34.822093+02,3.46,f,23,0.49,
5068,5,4394,car,,2026-05-07 15:36:32.471976+02,2026-05-07 15:37:02.934583+02,30.46,f,193,0.396,
5067,5,4960,car,,2026-05-07 15:36:35.4507+02,2026-05-07 15:36:38.287232+02,2.84,f,19,0.508,
5082,5,4960,car,,2026-05-07 15:36:41.645098+02,2026-05-07 15:38:40.243263+02,118.6,f,472,0.522,
5071,5,5010,car,,2026-05-07 15:37:03.584941+02,2026-05-07 15:37:07.216637+02,3.63,f,24,0.376,
5070,5,4394,car,,2026-05-07 15:37:03.9018+02,2026-05-07 15:37:06.899485+02,3,f,20,0.386,
5074,5,5010,car,,2026-05-07 15:37:07.700781+02,2026-05-07 15:37:29.124202+02,21.42,f,135,0.443,
5073,5,4394,car,,2026-05-07 15:37:10.363205+02,2026-05-07 15:37:27.68476+02,17.32,f,110,0.391,
5072,5,5026,car,,2026-05-07 15:37:17.022908+02,2026-05-07 15:37:26.077295+02,9.05,f,58,0.309,
5075,5,4394,car,,2026-05-07 15:37:29.124202+02,2026-05-07 15:37:56.663967+02,27.54,f,37,0.417,
5078,5,5010,car,,2026-05-07 15:37:29.445911+02,2026-05-07 15:37:58.738226+02,29.29,f,48,0.398,
5076,5,5035,truck,,2026-05-07 15:37:54.296221+02,2026-05-07 15:37:56.819542+02,2.52,f,17,0.787,
5079,5,4841,truck,Kafasan L1,2026-05-07 15:37:59.858249+02,2026-05-07 15:38:02.604711+02,2.75,f,18,0.9,lane_switch:Kafasan L1>Kafasan L2
5080,5,5052,car,,2026-05-07 15:38:09.071582+02,2026-05-07 15:38:35.499254+02,26.43,f,30,0.416,
5081,5,5053,car,,2026-05-07 15:38:09.071582+02,2026-05-07 15:38:35.980053+02,26.91,f,33,0.401,
5083,5,5053,car,,2026-05-07 15:38:36.922459+02,2026-05-07 15:38:48.04228+02,11.12,f,71,0.427,
5087,5,5052,car,,2026-05-07 15:38:36.922459+02,2026-05-07 15:39:23.419661+02,46.5,f,156,0.372,
5088,5,4960,car,,2026-05-07 15:38:40.881767+02,2026-05-07 15:39:26.283998+02,45.4,f,149,0.516,
5084,5,5071,car,,2026-05-07 15:38:44.741493+02,2026-05-07 15:38:48.196626+02,3.46,f,23,0.678,
5095,5,5071,truck,,2026-05-07 15:38:50.094577+02,2026-05-07 15:40:10.516777+02,80.42,f,231,0.72,
5085,5,5082,truck,,2026-05-07 15:39:18.822524+02,2026-05-07 15:39:23.099812+02,4.28,f,28,0.859,
5086,5,5083,car,,2026-05-07 15:39:18.822524+02,2026-05-07 15:39:23.099812+02,4.28,f,28,0.336,
5090,5,5083,car,,2026-05-07 15:39:25.644645+02,2026-05-07 15:40:00.519195+02,34.87,f,82,0.374,
5096,5,4960,car,,2026-05-07 15:39:26.603229+02,2026-05-07 15:40:12.753155+02,46.15,f,153,0.509,
5089,5,5052,car,,2026-05-07 15:39:28.188671+02,2026-05-07 15:39:32.353965+02,4.17,f,27,0.352,
5091,5,5052,car,,2026-05-07 15:39:34.094443+02,2026-05-07 15:40:00.519195+02,26.42,f,29,0.355,
5093,5,5083,car,,2026-05-07 15:40:01.466935+02,2026-05-07 15:40:10.516777+02,9.05,f,58,0.339,
5094,5,5094,truck,,2026-05-07 15:40:01.623918+02,2026-05-07 15:40:10.516777+02,8.89,f,57,0.527,
5092,5,5095,car,,2026-05-07 15:40:03.839447+02,2026-05-07 15:40:06.190633+02,2.35,f,16,0.317,
5098,5,4960,car,,2026-05-07 15:40:13.070298+02,2026-05-07 15:40:40.640278+02,27.57,f,37,0.493,
5100,5,5083,car,,2026-05-07 15:40:14.510433+02,2026-05-07 15:40:42.538276+02,28.03,f,40,0.382,
5097,5,5097,car,,2026-05-07 15:40:14.666121+02,2026-05-07 15:40:38.891662+02,24.23,f,16,0.374,
5099,5,5097,car,,2026-05-07 15:40:39.52178+02,2026-05-07 15:40:41.7454+02,2.22,f,15,0.366,
5104,5,5104,car,,2026-05-07 15:40:43.172991+02,2026-05-07 15:41:23.733806+02,40.56,f,118,0.493,
5102,5,5097,car,,2026-05-07 15:40:43.488285+02,2026-05-07 15:40:56.767862+02,13.28,f,85,0.341,
5101,5,5083,car,,2026-05-07 15:40:44.749817+02,2026-05-07 15:40:47.627191+02,2.88,f,19,0.415,
5103,5,5083,car,,2026-05-07 15:40:51.241668+02,2026-05-07 15:40:56.767862+02,5.53,f,36,0.313,
5107,5,5083,car,,2026-05-07 15:40:58.379857+02,2026-05-07 15:42:05.343272+02,66.96,f,146,0.368,
5105,5,5104,car,,2026-05-07 15:41:24.532879+02,2026-05-07 15:41:29.767991+02,5.24,f,34,0.515,
5109,5,5104,car,,2026-05-07 15:41:30.087667+02,2026-05-07 15:42:08.046687+02,37.96,f,102,0.548,
5106,5,5114,car,,2026-05-07 15:41:31.196658+02,2026-05-07 15:42:05.343272+02,34.15,f,78,0.336,
5108,5,5122,car,Kafasan L3,2026-05-07 15:41:31.359834+02,2026-05-07 15:42:05.343272+02,33.98,f,77,0.765,lane_switch:Kafasan L3>Kafasan L2
5110,5,5083,car,,2026-05-07 15:42:07.892261+02,2026-05-07 15:42:10.262969+02,2.37,f,16,0.405,
5115,5,5104,car,,2026-05-07 15:42:08.362755+02,2026-05-07 15:42:56.837027+02,48.47,f,169,0.518,
5111,5,5083,car,,2026-05-07 15:42:10.578168+02,2026-05-07 15:42:14.073276+02,3.5,f,23,0.381,
5112,5,5083,car,,2026-05-07 15:42:14.400237+02,2026-05-07 15:42:16.926635+02,2.53,f,17,0.379,
5113,5,5083,car,,2026-05-07 15:42:18.497204+02,2026-05-07 15:42:46.425257+02,27.93,f,39,0.418,
5114,5,5139,car,,2026-05-07 15:42:46.743902+02,2026-05-07 15:42:54.131833+02,7.39,f,48,0.858,
5116,5,5142,car,,2026-05-07 15:42:54.458931+02,2026-05-07 15:42:57.937003+02,3.48,f,23,0.358,
5117,5,5142,car,,2026-05-07 15:42:58.263858+02,2026-05-07 15:43:26.84373+02,28.58,f,43,0.408,
5118,5,5104,car,,2026-05-07 15:43:26.031708+02,2026-05-07 15:43:28.255762+02,2.22,f,15,0.497,
5119,5,5142,car,,2026-05-07 15:43:27.633629+02,2026-05-07 15:43:30.83194+02,3.2,f,21,0.403,
5120,5,5104,car,,2026-05-07 15:43:28.570646+02,2026-05-07 15:43:32.095886+02,3.53,f,23,0.488,
5121,5,5161,car,,2026-05-07 15:43:29.881631+02,2026-05-07 15:43:32.095886+02,2.21,f,15,0.337,
5122,5,5162,car,Kafasan L2,2026-05-07 15:43:30.205748+02,2026-05-07 15:43:38.219963+02,8.01,f,52,0.535,
5125,5,5144,car,,2026-05-07 15:43:32.258825+02,2026-05-07 15:44:07.500993+02,35.24,f,85,0.467,
5123,5,5164,truck,Kafasan L2,2026-05-07 15:43:32.577955+02,2026-05-07 15:43:38.219963+02,5.64,f,37,0.691,
5124,5,5167,car,,2026-05-07 15:43:42.343684+02,2026-05-07 15:43:44.780699+02,2.44,f,16,0.379,
5126,5,5165,car,,2026-05-07 15:43:45.104049+02,2026-05-07 15:44:10.352238+02,25.25,f,22,0.408,
5127,5,5167,car,,2026-05-07 15:43:45.421899+02,2026-05-07 15:44:10.352238+02,24.93,f,20,0.422,
5129,5,5165,car,,2026-05-07 15:44:11.159968+02,2026-05-07 15:44:21.580078+02,10.42,f,67,0.382,
5128,5,5176,car,,2026-05-07 15:44:11.315148+02,2026-05-07 15:44:21.580078+02,10.26,f,66,0.51,
5130,5,5167,car,,2026-05-07 15:44:11.315148+02,2026-05-07 15:44:24.735052+02,13.42,f,86,0.378,
5131,5,5167,car,,2026-05-07 15:44:25.692487+02,2026-05-07 15:44:29.640623+02,3.95,f,26,0.392,
5136,5,5167,car,,2026-05-07 15:44:31.706157+02,2026-05-07 15:44:58.854936+02,27.15,f,157,0.365,
5132,5,5165,car,,2026-05-07 15:44:32.657389+02,2026-05-07 15:44:37.576508+02,4.92,f,17,0.361,
5133,5,5183,car,,2026-05-07 15:44:39.9338+02,2026-05-07 15:44:45.181864+02,5.25,f,34,0.515,
5137,5,5183,car,,2026-05-07 15:44:45.499947+02,2026-05-07 15:45:01.608534+02,16.11,f,102,0.548,
5134,5,5187,car,,2026-05-07 15:44:46.62638+02,2026-05-07 15:44:58.854936+02,12.23,f,78,0.336,
5135,5,5195,car,Kafasan L3,2026-05-07 15:44:46.788293+02,2026-05-07 15:44:58.854936+02,12.07,f,77,0.765,lane_switch:Kafasan L3>Kafasan L2
5138,5,5167,car,,2026-05-07 15:45:01.449362+02,2026-05-07 15:45:03.827639+02,2.38,f,16,0.405,
5143,5,5183,car,,2026-05-07 15:45:01.925604+02,2026-05-07 15:45:28.653798+02,26.73,f,169,0.518,
5139,5,5167,car,,2026-05-07 15:45:04.148315+02,2026-05-07 15:45:07.626093+02,3.48,f,23,0.381,
5140,5,5167,car,,2026-05-07 15:45:07.945175+02,2026-05-07 15:45:10.478553+02,2.53,f,17,0.379,
5141,5,5167,car,,2026-05-07 15:45:12.114523+02,2026-05-07 15:45:18.204455+02,6.09,f,39,0.418,
5142,5,5212,car,,2026-05-07 15:45:18.522526+02,2026-05-07 15:45:25.950068+02,7.43,f,48,0.858,
5144,5,5215,car,,2026-05-07 15:45:26.276092+02,2026-05-07 15:45:29.765918+02,3.49,f,23,0.358,
5145,5,5215,car,,2026-05-07 15:45:30.081327+02,2026-05-07 15:45:36.891441+02,6.81,f,43,0.408,
5146,5,5183,car,,2026-05-07 15:45:36.085164+02,2026-05-07 15:45:38.325139+02,2.24,f,15,0.497,
5147,5,5215,car,,2026-05-07 15:45:37.685704+02,2026-05-07 15:45:40.895189+02,3.21,f,21,0.403,
5149,5,5183,car,,2026-05-07 15:45:38.651131+02,2026-05-07 15:45:42.183146+02,3.53,f,23,0.488,
5148,5,5234,car,,2026-05-07 15:45:39.914597+02,2026-05-07 15:45:42.183146+02,2.27,f,15,0.337,
5150,5,5235,car,Kafasan L2,2026-05-07 15:45:40.25665+02,2026-05-07 15:45:48.421868+02,8.17,f,52,0.535,
5153,5,5217,car,,2026-05-07 15:45:42.347054+02,2026-05-07 15:45:55.79793+02,13.45,f,85,0.467,
5151,5,5237,truck,Kafasan L2,2026-05-07 15:45:42.667381+02,2026-05-07 15:45:48.421868+02,5.75,f,37,0.691,
5152,5,5240,car,,2026-05-07 15:45:52.562912+02,2026-05-07 15:45:54.9644+02,2.4,f,16,0.379,
5155,5,5238,car,,2026-05-07 15:45:55.290323+02,2026-05-07 15:45:58.792979+02,3.5,f,22,0.408,
5154,5,5240,car,,2026-05-07 15:45:55.614642+02,2026-05-07 15:45:58.792979+02,3.18,f,20,0.422,
5157,5,5238,car,,2026-05-07 15:45:59.623503+02,2026-05-07 15:46:10.511829+02,10.89,f,67,0.382,
5156,5,5249,car,,2026-05-07 15:45:59.785982+02,2026-05-07 15:46:10.511829+02,10.73,f,66,0.51,
5158,5,5240,car,,2026-05-07 15:45:59.785982+02,2026-05-07 15:46:13.868978+02,14.08,f,86,0.378,
5159,5,5240,car,,2026-05-07 15:46:14.906568+02,2026-05-07 15:46:19.218817+02,4.31,f,26,0.392,
5160,5,5240,car,,2026-05-07 15:46:21.432292+02,2026-05-07 15:46:24.514537+02,3.08,f,19,0.348,
5161,5,5238,car,,2026-05-07 15:46:22.452117+02,2026-05-07 15:46:27.266021+02,4.81,f,16,0.331,
5165,5,5249,car,,2026-05-07 15:46:24.001578+02,2026-05-07 15:46:44.616078+02,20.61,f,108,0.512,
5162,5,5238,car,,2026-05-07 15:46:27.749212+02,2026-05-07 15:46:38.189778+02,10.44,f,63,0.382,
5163,5,5240,car,,2026-05-07 15:46:29.504047+02,2026-05-07 15:46:40.548867+02,11.04,f,65,0.365,
5164,5,5238,car,,2026-05-07 15:46:38.750156+02,2026-05-07 15:46:43.369386+02,4.62,f,27,0.373,
5166,5,5240,car,,2026-05-07 15:46:40.904516+02,2026-05-07 15:46:48.342145+02,7.44,f,42,0.362,
5167,5,5238,car,,2026-05-07 15:46:43.732516+02,2026-05-07 15:46:51.973855+02,8.24,f,34,0.367,
5169,5,5249,car,,2026-05-07 15:46:44.988994+02,2026-05-07 15:46:57.759933+02,12.77,f,63,0.501,
5170,5,5238,car,,2026-05-07 15:46:52.445618+02,2026-05-07 15:46:59.986675+02,7.54,f,45,0.377,
5168,5,5240,car,,2026-05-07 15:46:54.175279+02,2026-05-07 15:46:56.89195+02,2.72,f,18,0.355,
5174,5,5249,car,,2026-05-07 15:46:59.418958+02,2026-05-07 15:47:18.889103+02,19.47,f,107,0.511,
5171,5,5238,car,,2026-05-07 15:47:00.370885+02,2026-05-07 15:47:10.158758+02,9.79,f,55,0.389,
5172,5,5240,car,,2026-05-07 15:47:04.324273+02,2026-05-07 15:47:14.435075+02,10.11,f,56,0.373,
5173,5,5238,car,,2026-05-07 15:47:12.806089+02,2026-05-07 15:47:17.600873+02,4.79,f,27,0.378,
5175,5,5240,car,,2026-05-07 15:47:14.8173+02,2026-05-07 15:47:22.534784+02,7.72,f,43,0.361,
5176,5,5238,car,,2026-05-07 15:47:17.97069+02,2026-05-07 15:47:26.166861+02,8.2,f,34,0.372,
5178,5,5249,car,,2026-05-07 15:47:19.261948+02,2026-05-07 15:47:32.091862+02,12.83,f,63,0.5,
5179,5,5238,car,,2026-05-07 15:47:26.645129+02,2026-05-07 15:47:34.184438+02,7.54,f,45,0.377,
5177,5,5240,car,,2026-05-07 15:47:28.410419+02,2026-05-07 15:47:31.173219+02,2.76,f,18,0.355,
5181,5,5249,car,,2026-05-07 15:47:33.616927+02,2026-05-07 15:47:44.623467+02,11.01,f,61,0.499,
5180,5,5238,car,,2026-05-07 15:47:34.604629+02,2026-05-07 15:47:38.817891+02,4.21,f,24,0.37,
5182,5,5238,car,,2026-05-07 15:47:40.459935+02,2026-05-07 15:47:44.803663+02,4.34,f,25,0.373,
5183,5,5240,car,,2026-05-07 15:47:41.578545+02,2026-05-07 15:47:45.535845+02,3.96,f,23,0.363,
5184,5,5240,car,,2026-05-07 15:47:46.701143+02,2026-05-07 15:48:20.517145+02,33.82,f,82,0.368,
5185,5,5238,car,,2026-05-07 15:48:09.597957+02,2026-05-07 15:48:20.517145+02,10.92,f,68,0.393,
5186,5,5249,car,,2026-05-07 15:48:12.620609+02,2026-05-07 15:48:20.849026+02,8.23,f,51,0.504,
5187,5,5301,car,Kafasan L2,2026-05-07 15:48:16.730233+02,2026-05-07 15:48:21.180637+02,4.45,f,28,0.722,
5188,5,5240,car,,2026-05-07 15:48:28.172874+02,2026-05-07 15:48:41.474739+02,13.3,f,84,0.366,
5189,5,5238,car,,2026-05-07 15:48:30.747031+02,2026-05-07 15:48:41.474739+02,10.73,f,68,0.393,
5190,5,5249,car,,2026-05-07 15:48:33.751451+02,2026-05-07 15:48:41.801024+02,8.05,f,51,0.504,
5191,5,5313,car,Kafasan L2,2026-05-07 15:48:37.79414+02,2026-05-07 15:48:42.127058+02,4.33,f,28,0.722,
5194,5,5238,car,,2026-05-07 15:48:48.571132+02,2026-05-07 15:48:56.231778+02,7.66,f,49,0.406,
5193,5,5240,car,,2026-05-07 15:48:49.047554+02,2026-05-07 15:48:53.822648+02,4.78,f,31,0.375,
5192,5,5249,car,,2026-05-07 15:48:49.362086+02,2026-05-07 15:48:53.1774+02,3.82,f,25,0.498,
5195,5,5249,car,,2026-05-07 15:48:53.984599+02,2026-05-07 15:48:57.906224+02,3.92,f,25,0.492,
5196,5,5240,car,,2026-05-07 15:48:55.587963+02,2026-05-07 15:49:09.813497+02,14.23,f,89,0.37,
5197,5,5238,car,,2026-05-07 15:48:59.228918+02,2026-05-07 15:49:09.813497+02,10.58,f,67,0.396,
5198,5,5249,car,,2026-05-07 15:49:02.279811+02,2026-05-07 15:49:10.144038+02,7.86,f,50,0.506,
5199,5,5327,car,Kafasan L2,2026-05-07 15:49:06.269332+02,2026-05-07 15:49:10.631199+02,4.36,f,28,0.689,
5202,5,5238,car,,2026-05-07 15:49:17.065308+02,2026-05-07 15:49:24.775151+02,7.71,f,49,0.406,
5201,5,5240,car,,2026-05-07 15:49:17.540485+02,2026-05-07 15:49:22.341615+02,4.8,f,31,0.375,
5200,5,5249,car,,2026-05-07 15:49:17.863209+02,2026-05-07 15:49:21.707996+02,3.84,f,25,0.498,
5207,5,5249,car,,2026-05-07 15:49:22.501408+02,2026-05-07 15:50:36.082934+02,73.58,f,78,0.488,
5204,5,5240,car,,2026-05-07 15:49:24.11577+02,2026-05-07 15:49:31.629449+02,7.51,f,44,0.376,
5205,5,5238,car,,2026-05-07 15:49:25.109094+02,2026-05-07 15:50:35.768166+02,70.66,f,60,0.389,
5203,5,5340,car,Kafasan L2,2026-05-07 15:49:27.758197+02,2026-05-07 15:49:30.573309+02,2.82,f,17,0.803,
5206,5,5240,car,,2026-05-07 15:49:32.766435+02,2026-05-07 15:50:36.082934+02,63.32,f,19,0.38,
5210,5,5238,car,,2026-05-07 15:50:42.773792+02,2026-05-07 15:50:50.36878+02,7.59,f,49,0.406,
5209,5,5240,car,,2026-05-07 15:50:43.242979+02,2026-05-07 15:50:47.98681+02,4.74,f,31,0.375,
5208,5,5249,car,,2026-05-07 15:50:43.558979+02,2026-05-07 15:50:47.351785+02,3.79,f,25,0.498,
5218,5,5249,car,,2026-05-07 15:50:48.144253+02,2026-05-07 15:51:14.608531+02,26.46,f,167,0.481,
5212,5,5240,car,,2026-05-07 15:50:49.736078+02,2026-05-07 15:50:56.527205+02,6.79,f,44,0.376,
5213,5,5238,car,,2026-05-07 15:50:50.682126+02,2026-05-07 15:51:00.072079+02,9.39,f,60,0.389,
5211,5,5356,car,Kafasan L2,2026-05-07 15:50:53.062056+02,2026-05-07 15:50:55.580539+02,2.52,f,17,0.803,
5214,5,5240,car,,2026-05-07 15:50:57.48577+02,2026-05-07 15:51:03.387381+02,5.9,f,38,0.38,
5215,5,5240,car,,2026-05-07 15:51:04.492234+02,2026-05-07 15:51:08.668116+02,4.18,f,27,0.367,
5216,5,5238,car,,2026-05-07 15:51:06.435535+02,2026-05-07 15:51:08.824028+02,2.39,f,16,0.358,
5221,5,5240,car,,2026-05-07 15:51:08.986664+02,2026-05-07 15:51:33.289775+02,24.3,f,134,0.419,
5217,5,5238,car,,2026-05-07 15:51:09.948615+02,2026-05-07 15:51:12.659333+02,2.71,f,18,0.364,
5219,5,5238,car,,2026-05-07 15:51:13.186076+02,2026-05-07 15:51:22.790496+02,9.6,f,42,0.356,
5224,5,5249,car,,2026-05-07 15:51:14.952311+02,2026-05-07 15:51:38.736642+02,23.78,f,131,0.472,
5222,5,5238,car,,2026-05-07 15:51:23.581429+02,2026-05-07 15:51:37.291177+02,13.71,f,87,0.428,
5220,5,5376,car,,2026-05-07 15:51:29.933518+02,2026-05-07 15:51:32.645609+02,2.71,f,18,0.328,
5223,5,5240,car,,2026-05-07 15:51:34.249323+02,2026-05-07 15:51:38.094432+02,3.85,f,25,0.427,
5225,5,5238,car,,2026-05-07 15:51:38.253034+02,2026-05-07 15:51:40.677778+02,2.42,f,16,0.358,
5226,5,5240,car,,2026-05-07 15:51:40.020549+02,2026-05-07 15:52:05.308491+02,25.29,f,23,0.372,
5227,5,5238,car,,2026-05-07 15:51:41.010499+02,2026-05-07 15:52:05.308491+02,24.3,f,17,0.409,
5228,5,5240,car,,2026-05-07 15:52:05.783488+02,2026-05-07 15:52:09.745344+02,3.96,f,26,0.432,
5231,5,5389,car,,2026-05-07 15:52:05.945046+02,2026-05-07 15:52:19.772085+02,13.83,f,88,0.447,
5229,5,5238,car,,2026-05-07 15:52:06.107463+02,2026-05-07 15:52:09.745344+02,3.64,f,24,0.408,
5230,5,5238,car,,2026-05-07 15:52:10.701353+02,2026-05-07 15:52:18.172906+02,7.47,f,48,0.401,
5234,5,5399,car,,2026-05-07 15:52:15.34487+02,2026-05-07 15:52:27.594693+02,12.25,f,78,0.41,
5232,5,5238,car,,2026-05-07 15:52:19.131971+02,2026-05-07 15:52:22.961803+02,3.83,f,25,0.381,
5233,5,5389,car,,2026-05-07 15:52:21.528382+02,2026-05-07 15:52:24.401714+02,2.87,f,19,0.422,
5236,5,5238,car,,2026-05-07 15:52:23.282091+02,2026-05-07 15:52:35.158313+02,11.88,f,61,0.362,
5235,5,5399,car,,2026-05-07 15:52:28.081503+02,2026-05-07 15:52:34.360764+02,6.28,f,26,0.395,
5237,5,5399,car,,2026-05-07 15:52:34.683564+02,2026-05-07 15:52:37.550738+02,2.87,f,19,0.386,
5238,5,5238,car,,2026-05-07 15:52:36.109832+02,2026-05-07 15:52:38.392194+02,2.28,f,15,0.378,
5241,5,5389,car,,2026-05-07 15:52:36.269039+02,2026-05-07 15:52:48.616488+02,12.35,f,78,0.475,
5239,5,5399,car,,2026-05-07 15:52:38.881557+02,2026-05-07 15:52:42.772683+02,3.89,f,25,0.377,
5240,5,5238,car,,2026-05-07 15:52:40.663795+02,2026-05-07 15:52:46.862578+02,6.2,f,40,0.356,
5244,5,5399,car,,2026-05-07 15:52:43.089905+02,2026-05-07 15:53:04.59033+02,21.5,f,135,0.419,
5242,5,5238,car,,2026-05-07 15:52:47.338004+02,2026-05-07 15:52:53.267541+02,5.93,f,38,0.357,
5246,5,5389,car,,2026-05-07 15:52:48.939656+02,2026-05-07 15:53:09.958942+02,21.02,f,131,0.472,
5245,5,5238,car,,2026-05-07 15:52:54.554825+02,2026-05-07 15:53:08.671788+02,14.12,f,88,0.424,
5243,5,5414,car,,2026-05-07 15:53:01.228443+02,2026-05-07 15:53:03.786069+02,2.56,f,17,0.33,
5247,5,5399,car,,2026-05-07 15:53:05.55492+02,2026-05-07 15:53:10.283562+02,4.73,f,30,0.411,
5248,5,5238,car,,2026-05-07 15:53:09.484103+02,2026-05-07 15:53:15.004653+02,5.52,f,35,0.383,
5249,5,5399,car,,2026-05-07 15:53:10.612068+02,2026-05-07 15:53:15.004653+02,4.39,f,28,0.365,
5251,5,5399,car,,2026-05-07 15:53:15.321523+02,2026-05-07 15:53:19.613485+02,4.29,f,27,0.425,
5250,5,5238,car,,2026-05-07 15:53:15.819594+02,2026-05-07 15:53:19.613485+02,3.79,f,24,0.407,
5253,5,5427,car,,2026-05-07 15:53:15.819594+02,2026-05-07 15:53:30.702052+02,14.88,f,91,0.448,
5252,5,5238,car,,2026-05-07 15:53:20.597202+02,2026-05-07 15:53:28.335983+02,7.74,f,48,0.402,
5255,5,5399,car,,2026-05-07 15:53:25.044439+02,2026-05-07 15:53:38.283765+02,13.24,f,79,0.408,
5256,5,5238,car,,2026-05-07 15:53:29.337574+02,2026-05-07 15:53:47.4639+02,18.13,f,96,0.372,
5254,5,5427,car,,2026-05-07 15:53:31.715942+02,2026-05-07 15:53:35.02463+02,3.31,f,20,0.423,
5257,5,5399,car,,2026-05-07 15:53:38.980928+02,2026-05-07 15:53:48.288145+02,9.31,f,45,0.411,
5261,5,5238,car,,2026-05-07 15:53:48.453553+02,2026-05-07 15:54:23.416606+02,34.96,f,77,0.405,
5262,5,5399,car,,2026-05-07 15:53:48.626948+02,2026-05-07 15:54:23.416606+02,34.79,f,76,0.395,
5258,5,5435,car,,2026-05-07 15:53:50.631292+02,2026-05-07 15:53:53.179608+02,2.55,f,15,0.447,
5259,5,5445,car,Kafasan L3,2026-05-07 15:53:54.604257+02,2026-05-07 15:53:58.517831+02,3.91,f,23,0.818,
5260,5,5450,car,Kafasan L3,2026-05-07 15:53:57.081843+02,2026-05-07 15:54:01.453993+02,4.37,f,25,0.774,lane_switch:Kafasan L3>Kafasan L2
5263,5,5238,car,,2026-05-07 15:54:24.358686+02,2026-05-07 15:54:27.972512+02,3.61,f,24,0.402,
5264,5,5399,car,,2026-05-07 15:54:25.129999+02,2026-05-07 15:54:28.300838+02,3.17,f,21,0.373,
5274,5,5238,car,,2026-05-07 15:54:28.467963+02,2026-05-07 15:54:53.097053+02,24.63,f,138,0.398,
5265,5,5399,car,,2026-05-07 15:54:28.64004+02,2026-05-07 15:54:31.035419+02,2.4,f,15,0.371,
5266,5,5435,car,,2026-05-07 15:54:29.830378+02,2026-05-07 15:54:34.576049+02,4.75,f,29,0.469,
5268,5,5399,car,,2026-05-07 15:54:31.542191+02,2026-05-07 15:54:46.183193+02,14.64,f,77,0.396,
5267,5,5435,car,,2026-05-07 15:54:35.24251+02,2026-05-07 15:54:42.048353+02,6.81,f,29,0.449,
5269,5,5399,car,,2026-05-07 15:54:46.816486+02,2026-05-07 15:54:50.157591+02,3.34,f,22,0.414,
5270,5,5435,car,,2026-05-07 15:54:48.239777+02,2026-05-07 15:54:52.285017+02,4.05,f,26,0.47,
5271,5,5471,car,Kafasan L2,2026-05-07 15:54:49.995683+02,2026-05-07 15:54:52.602791+02,2.61,f,17,0.823,
5273,5,5475,car,Kafasan L2,2026-05-07 15:54:50.31947+02,2026-05-07 15:54:53.097053+02,2.78,f,18,0.672,
5272,5,5399,car,,2026-05-07 15:54:50.479757+02,2026-05-07 15:54:52.765278+02,2.29,f,15,0.367,
5275,5,5238,car,,2026-05-07 15:54:55.977434+02,2026-05-07 15:54:59.768203+02,3.79,f,24,0.399,
5276,5,5399,car,,2026-05-07 15:54:55.977434+02,2026-05-07 15:54:59.931299+02,3.95,f,25,0.372,
5287,5,5238,car,,2026-05-07 15:55:00.099485+02,2026-05-07 15:55:24.851158+02,24.75,f,139,0.399,
5277,5,5399,car,,2026-05-07 15:55:00.431651+02,2026-05-07 15:55:02.788292+02,2.36,f,15,0.368,
5279,5,5399,car,,2026-05-07 15:55:03.122129+02,2026-05-07 15:55:08.900201+02,5.78,f,36,0.405,
5278,5,5435,car,,2026-05-07 15:55:03.792434+02,2026-05-07 15:55:06.250081+02,2.46,f,16,0.47,
5280,5,5435,car,,2026-05-07 15:55:06.905903+02,2026-05-07 15:55:13.80067+02,6.89,f,29,0.451,
5281,5,5399,car,,2026-05-07 15:55:09.291282+02,2026-05-07 15:55:17.907469+02,8.62,f,41,0.393,
5282,5,5399,car,,2026-05-07 15:55:18.53869+02,2026-05-07 15:55:21.865093+02,3.33,f,22,0.414,
5283,5,5435,car,,2026-05-07 15:55:19.954823+02,2026-05-07 15:55:23.991393+02,4.04,f,26,0.47,
5284,5,5495,car,Kafasan L2,2026-05-07 15:55:21.702889+02,2026-05-07 15:55:24.330075+02,2.63,f,17,0.823,
5286,5,5499,car,Kafasan L2,2026-05-07 15:55:22.024442+02,2026-05-07 15:55:24.851158+02,2.83,f,18,0.672,
5285,5,5399,car,,2026-05-07 15:55:22.189659+02,2026-05-07 15:55:24.499958+02,2.31,f,15,0.367,
5288,5,5238,car,,2026-05-07 15:55:25.713302+02,2026-05-07 15:55:31.65274+02,5.94,f,36,0.379,
5291,5,5238,car,,2026-05-07 15:55:54.38963+02,2026-05-07 15:56:08.019469+02,13.63,f,86,0.41,
5292,5,5399,car,,2026-05-07 15:55:54.713157+02,2026-05-07 15:56:08.019469+02,13.31,f,84,0.418,
5289,5,5435,car,,2026-05-07 15:55:56.274348+02,2026-05-07 15:55:58.638098+02,2.36,f,16,0.475,
5290,5,5517,car,Kafasan L2,2026-05-07 15:56:04.153395+02,2026-05-07 15:56:07.373918+02,3.22,f,21,0.838,
5294,5,5399,car,,2026-05-07 15:56:08.81572+02,2026-05-07 15:57:25.316572+02,76.5,f,76,0.412,
